,매장,매장명,위도,경도
242,CU,강동성내점,37.5305219687218,127.128134510557
243,CU,강동역점,37.5352477607977,127.132663780085
244,CU,강동천호대로점,37.5372073343198,127.12676817356
245,CU,강풀만화거리점,37.5356227963257,127.129133015259
246,CU,성내둔촌점,37.5243272283425,127.133897426583
247,CU,성내발리점,37.5290581292154,127.134994225952
248,CU,성내베스트점,37.5329283836137,127.128859324403
249,CU,성내새빛점,37.5347182661437,127.125470295107
250,CU,성내샛별공원점,37.526735466081,127.126420790436
251,CU,성내시네마점,37.5365566251738,127.124145621702
252,CU,성내으뜸점,37.5338400278576,127.136077793718
253,CU,성내제일점,37.5287973072102,127.131383229248
254,CU,성내중앙점,37.5237538933807,127.132000872937
255,CU,성내타운점,37.5312664509373,127.132556149557
256,CU,성내포레스점,37.5329188843313,127.122547156867
257,CU,성내풍성로점,37.5331546571453,127.127250755587
258,CU,성내하루점,37.533878379811,127.132619944897
259,CU,성내한빛점,37.5269120737308,127.133771946861
260,CU,성내호원점,37.5264715023873,127.131022905398
261,CU,강동어울림점,37.5517312920762,127.133757333524
262,CU,강동은혜점,37.5475934285312,127.133784453679
263,CU,강동한솔점,37.5513682534168,127.139998303352
264,CU,뉴강동미소점,37.5518449650948,127.13583812723
265,CU,선사현대점,37.5510997994557,127.124941649956
266,CU,암사미소점,37.5497891098488,127.125374241011
267,CU,암사상암로점,37.5487626496119,127.13097534384
268,CU,암사선사점,37.5556320306532,127.1349792234
269,CU,암사소망점,37.5536676842015,127.131458904463
270,CU,암사승리점,37.5540921056946,127.134057269235
271,CU,암사중앙점,37.5511609148965,127.128690855067
272,CU,암사태성점,37.5515454300024,127.127723369224
273,CU,암사한강점,37.5560117079515,127.131306275868
274,CU,암사한일점,37.551814758599,127.130831869045
275,CU,강동블루점,37.5396263409474,127.129505844397
276,CU,강동센트럴점,37.548454354945,127.136051396534
277,CU,강동이안점,37.5373857804198,127.128970409625
278,CU,강동천일점,37.544943365142,127.128471617257
279,CU,강동하이빌점,37.5371738263757,127.133783713508
280,CU,굽은다리점,37.5440484317022,127.142054351358
281,CU,천호1동점,37.5454923003655,127.136617349126
282,CU,천호3동점,37.5397424750005,127.134349071858
283,CU,천호강변점,37.5435388522947,127.122572119448
284,CU,천호고분점,37.5423544454938,127.13035299084
285,CU,천호문구거리점,37.540181413702,127.122702516571
286,CU,천호빌리지점,37.5466994558048,127.137627921336
287,CU,천호승리점,37.5451090589127,127.13874390029
288,CU,천호아이엔지점,37.5428830906405,127.139475504255
289,CU,천호암사점,37.5482450569602,127.127822978683
290,CU,천호우성점,37.5411461715748,127.130302232039
291,CU,천호제일점,37.5430240939415,127.135688825541
292,CU,천호푸르지오점,37.5403575252794,127.125817158927
293,CU,천호햇살점,37.5479213432039,127.141027061527
294,CU,SK매일주유소점,37.6227653570793,127.019086440546
295,CU,SK북한산시티점,37.6199587236903,127.012851056561
296,CU,강북송천점,37.6181769231215,127.022516732844
297,CU,강북신성점,37.6193806104525,127.02960022097
298,CU,강북오패산로점,37.6255406414915,127.029677994408
299,CU,미아대성점,37.6226539361827,127.031201870268
300,CU,미아대양점,37.6207624056416,127.028707276977
301,CU,미아동부점,37.6151282060235,127.027015329052
302,CU,미아마인점,37.6250030580318,127.012226286511
303,CU,미아봉실점,37.6313227088855,127.02507467033
304,CU,미아삼양점,37.620174136934,127.018393236753
305,CU,미아센트레빌점,37.6127574210341,127.026678655065
306,CU,미아솔매로점,37.6254337641302,127.016399909328
307,CU,미아송천점,37.614182961778,127.022359792836
308,CU,미아스타점,37.6302068466199,127.022339216446
309,CU,미아엄마손점,37.6163962808066,127.019045509248
310,CU,미아에이스점,37.6247328511818,127.019585028358
311,CU,미아역점,37.626348106529,127.027051674307
312,CU,미아으뜸점,37.6246277167294,127.023476445325
313,CU,미아중앙점,37.6182427180521,127.025504321838
314,CU,미아창문점,37.6138171639221,127.037878582467
315,CU,미아캐슬점,37.6164905660199,127.035298271018
316,CU,미아행복점,37.622600241235,127.028328965265
317,CU,삼양사거리역점,37.6206552978643,127.02089791537
318,CU,수유시장점,37.6298089953234,127.024487453462
319,CU,신미아역점,37.6260410429786,127.02504378296
320,CU,강북드림점,37.6350182933432,127.02459294009
321,CU,강북번동점,37.63998337218,127.028130602161
322,CU,강북번우점,37.6342472234213,127.03178541654
323,CU,강북율곡점,37.6255213409259,127.032813676893
324,CU,번동기산점,37.627170859251,127.043435610265
325,CU,번동베스트점,37.6323103786775,127.035258963636
326,CU,번동북부점,37.6366238725774,127.028864515678
327,CU,번동센트로힐점,37.634640154201,127.036129930794
328,CU,번동솔그린점,37.6268804387133,127.039691258787
329,CU,번동주공점,37.6289788662752,127.039332582306
330,CU,번동중앙점,37.6393533735147,127.031460833116
331,CU,번동힐점,37.6271220961172,127.037162028164
332,CU,북서울꿈의숲점,37.6209188669413,127.045228701409
333,CU,수유번동점,37.6394248869634,127.028732244474
334,CU,가오리사거리점,37.6405497436297,127.016677649831
335,CU,강북그랜드점,37.6419047253343,127.024477260208
336,CU,강북수유점,37.6377305613119,127.022631738465
337,CU,강북예술회관점,37.6412533730206,127.013460217218
338,CU,강북이안점,37.6265791732414,127.012042802692
339,CU,강북인수점,37.6445651068316,127.010986611929
340,CU,강북제일점,37.6452199425109,127.016413096666
341,CU,강북태광점,37.6292550707263,127.013190020342
342,CU,광산사거리1호점,37.6434982285727,127.021593558304
343,CU,광산사거리점,37.6433508143293,127.023546581201
344,CU,국립재활원점,37.639698762746,127.010405114157
345,CU,미아은혜점,37.6289887720738,127.017749458996
346,CU,수유계성점,37.6478482598601,127.022126710807
347,CU,수유대로점,37.6460584538069,127.02442083476
348,CU,수유미래점,37.636847888154,127.011150208933
349,CU,수유빌리지점,37.6437054285966,127.015448066588
350,CU,수유빨래골점,37.6306935850649,127.017968735627
351,CU,수유삼양점,37.6340756756655,127.020887511579
352,CU,수유중앙점,37.6386785157931,127.024735430977
353,CU,수유타운점,37.6454284435231,127.0203728647
354,CU,수유프라디움점,37.6313331682923,127.020868731135
355,CU,수유한신점,37.6352913331844,127.01303304165
356,CU,수유한천점,37.6424277366726,127.029268201429
357,CU,수유행복점,37.6473016865705,127.01339286784
358,CU,수유화계사점,37.6342740262402,127.016648150528
359,CU,수유효정점,37.6434786076736,127.008874980087
360,CU,수유희망점,37.6393531536309,127.020096451902
361,CU,우이시장점,37.6473603517752,127.018042777293
362,CU,화계역점,37.6338496387237,127.01549632779
363,CU,수유사랑점,37.646303243604,127.008165535622
364,CU,우이상아점,37.6579918019947,127.012144317552
365,CU,우이장학관점,37.6629754742954,127.012309467203
366,CU,우이푸르지오점,37.654589836423,127.01161669513
367,CU,419사거리점,37.6494290991368,127.013299877625
368,CU,KH가양주유소점,37.5697365483757,126.841978506958
369,CU,가양3단지점,37.564612123403,126.856278639847
370,CU,가양미르웰점,37.5662807913373,126.843065749568
371,CU,가양미소점,37.5706080809592,126.8420462813
372,CU,가양오피스점,37.5670958914707,126.84243435874
373,CU,가양휴먼빌점,37.5635982025081,126.852023677534
374,CU,강서오토플렉스점,37.5659640013885,126.844700978788
375,CU,강서웨스턴점,37.5710135675057,126.84658518265
376,CU,강서지식산업센터점,37.5657010514328,126.84764409296
377,CU,마곡DM시티점,37.5687611941006,126.840817845045
378,CU,양천향교점,37.5701974926066,126.840501123415
379,CU,방화오피스2호점,37.5632464779461,126.807489348055
380,CU,방화오피스점,37.5627209818902,126.807522731364
381,CU,C김포아시아나격납고,37.5605245028427,126.804595865582
382,CU,공항단지점,37.5547387632452,126.819131862998
383,CU,공항스타점,37.5576703600838,126.814903970291
384,CU,공항시장점,37.5638463898535,126.811020902238
385,CU,김포국제공항2호점,37.5587841523495,126.803355336745
386,CU,뉴공항1호점,37.5609571839439,126.809964180375
387,CU,송정공항점,37.5602737661476,126.81237869804
388,CU,송정역점,37.5615096042789,126.81217254983
389,CU,마곡1단지점,37.553565372328,126.830534237555
390,CU,발산메디컬점,37.5534315567653,126.826919545523
391,CU,발산진흥점,37.5528932790964,126.832400224755
392,CU,수명산7단지점,37.5476628719782,126.821917682228
393,CU,수명산점,37.5504601511805,126.831714004404
394,CU,수명파크점,37.5518577662929,126.824707925418
395,CU,우장산역점,37.5481280339601,126.83602235212
396,CU,우장산힐스테이트점,37.5569609736872,126.84204702457
397,CU,강서부민병원점,37.5568628399174,126.850904790759
398,CU,강서스타점,37.5585815434963,126.843632169999
399,CU,나눔등촌CGV점,37.5578690013942,126.856001180153
400,CU,등촌3단지점,37.5612551084391,126.841633673373
401,CU,등촌5단지점,37.5616988297823,126.845014067467
402,CU,등촌SBS점,37.5625025336054,126.851117430409
403,CU,등촌능안점,37.5459718309796,126.860852786447
404,CU,등촌두산점,37.5570868295233,126.861331339109
405,CU,등촌보람점,37.5556389784072,126.857514527529
406,CU,등촌보보점,37.5521439307902,126.863237990166
407,CU,등촌비원점,37.5515396464121,126.865288555375
408,CU,등촌심미점,37.5538898349668,126.863819667078
409,CU,등촌에이스에이존점,37.5585373615171,126.856371796665
410,CU,등촌오피스점,37.5540878086392,126.86517577709
411,CU,등촌원룸점,37.5565374450753,126.860755730933
412,CU,등촌주공점,37.5592536385974,126.849558855688
413,CU,등촌행복점,37.5550558522273,126.860990604869
414,CU,등촌호서점,37.56262544088,126.840435095903
415,CU,발산센터점,37.5591868085176,126.840049245584
416,CU,강서마곡점,37.5715089601949,126.838366703719
417,CU,마곡13단지점,37.5569083220092,126.817874559596
418,CU,마곡8단지점,37.5643663889963,126.819154429803
419,CU,마곡9단지점,37.5622651046048,126.819165394649
420,CU,마곡나루역캐슬파크점,37.5678656599047,126.827453357716
421,CU,마곡더랜드점,37.5689300485123,126.827113698601
422,CU,마곡디엠프라자점,37.5666164557397,126.838422664924
423,CU,마곡미라벨점,37.5626706927393,126.823605646871
424,CU,마곡바이셀프점,37.574441814534,126.837207289666
425,CU,마곡보타닉푸르지오1,37.5672479846037,126.826992736525
426,CU,마곡사이언스점,37.5605537644679,126.833890184435
427,CU,마곡사이언스타점,37.5601077371065,126.832082440541
428,CU,마곡아르디에점,37.5635059695343,126.839361465026
429,CU,마곡엘리안점,37.5621650806465,126.838944660007
430,CU,마곡엠코점,37.5674482048077,126.840573315951
431,CU,마곡엠팰리체점,37.5598184721733,126.83524805093
432,CU,마곡웰튼점,37.5672498211268,126.825303015866
433,CU,마곡퀸즈점,37.5588248070734,126.831007635455
434,CU,마곡투웨니점,37.565162213225,126.839917170223
435,CU,마곡푸르지오점,37.560386517159,126.828207752706
436,CU,마곡한솔점,37.5701195547694,126.82322891225
437,CU,발산열린점,37.5593835750015,126.837861297457
438,CU,발산오피스점,37.5606236765156,126.836924074085
439,CU,방화대성주유소점,37.572859866454,126.823488680755
440,CU,서울식물원점,37.5722444079878,126.83284283132
441,CU,신방화점,37.5667077205368,126.818571159801
442,CU,이대서울병원점,37.5572628621214,126.836266829117
443,CU,이대서울장례식장점,37.5572628621214,126.836266829117
444,CU,이대서울큐브S점,37.5572628621214,126.836266829117
445,CU,이웰메디파크점,37.5578847487506,126.834921605573
446,CU,M김포공항역점,37.562144131501,126.801570320177
447,CU,강서도레미점,37.5722149206628,126.818370910148
448,CU,개화산아너스빌점,37.5721175053704,126.808440928174
449,CU,개화산역점,37.5728161264221,126.806007387736
450,CU,개화점,37.5809502733256,126.813373127209
451,CU,나눔방화점,37.5700781343589,126.816050500778
452,CU,마곡미라클점,37.5702231003657,126.819845704722
453,CU,방화1호점,37.5778985044767,126.819033744804
454,CU,방화꽃길점,37.5751649205189,126.810665372824
455,CU,방화또오기점,37.566462625206,126.815071017885
456,CU,방화리치점,37.56996271506,126.812611915542
457,CU,방화메아리점,37.5784360659808,126.814983899482
458,CU,방화역점,37.5783653457703,126.812476406664
459,CU,방화제일점,37.5676408041563,126.811562559818
460,CU,방화초교점,37.5676178418062,126.807881060611
461,CU,방화해피점,37.5725821320926,126.814352694355
462,CU,방화행운점,37.5743825712377,126.813655995614
463,CU,염창1호점,37.5498405882542,126.875250908344
464,CU,염창JK블라썸호텔점,37.5567952629201,126.867687578762
465,CU,염창대로점,37.5553553561249,126.865751016031
466,CU,염창동아점,37.5502517087995,126.877396858267
467,CU,염창로보점,37.5482415628411,126.872112072072
468,CU,염창세계로점,37.5552719720298,126.872960399991
469,CU,염창역점,37.5472344972859,126.873852622489
470,CU,염창오피스점,37.5478977839519,126.876812724651
471,CU,염창월드점,37.550795048615,126.869447736533
472,CU,염창태진점,37.5498882691482,126.873321480798
473,CU,김포공항국내선점,37.5544284261741,126.794030461932
474,CU,아시아나항공본사점,37.5463410180897,126.797118543405
475,CU,KH외발산주유소점,37.5430075646362,126.817064474252
476,CU,강서붐호텔점,37.548631362252,126.819607986432
477,CU,메이필드호텔점,37.5478957237892,126.819507121486
478,CU,강서가로공원점,37.5372917339966,126.839970771991
479,CU,강서경찰서점,37.5519854894521,126.850419284002
480,CU,강서다온점,37.5449040099681,126.833204215892
481,CU,강서스카이점,37.5287943988332,126.845517395793
482,CU,강서엠파이어시티점,37.5428947633309,126.838834495799
483,CU,강서오피스점,37.5548757756127,126.852622406038
484,CU,강서태양점,37.5351064139129,126.853625632767
485,CU,강서한아름점,37.5356153471485,126.861740406302
486,CU,강서해링턴점,37.5461569830675,126.835937500248
487,CU,강서화곡점,37.5465319539671,126.846436999488
488,CU,까치산시장점,37.5321664540886,126.849118413956
489,CU,까치산점,37.532916814787,126.846329265564
490,CU,뉴화곡에스점,37.528132995434,126.84138718026
491,CU,뉴화곡우리마을점,37.5288410646222,126.84176976763
492,CU,목동먹자촌점,37.5303996481735,126.863065459729
493,CU,소나무공원점,37.5469830731801,126.847262484886
494,CU,현대강서제일셀프점,37.5492791514446,126.846964931559
495,CU,화곡2호점,37.5283671968499,126.839542740693
496,CU,화곡PMK점,37.5303620351369,126.841293196465
497,CU,화곡곰달래점,37.5323463526533,126.857657281427
498,CU,화곡그랜드점,37.5478342499061,126.833405678129
499,CU,화곡대로점,37.5460708456652,126.844800307232
500,CU,화곡대원점,37.5427420951958,126.836447048035
501,CU,화곡동도점,37.5487967382295,126.847856625378
502,CU,화곡드림점,37.5385485002882,126.847221306594
503,CU,화곡메트로점,37.5409443214254,126.839857508631
504,CU,화곡미라클점,37.5438247713448,126.847446582861
505,CU,화곡보리점,37.5504332866322,126.847349485296
506,CU,화곡봉제산점,37.5360458341377,126.849710374244
507,CU,화곡사거리점,37.5307222197742,126.846584703527
508,CU,화곡소비자점,37.5443979374505,126.840455056236
509,CU,화곡수명점,37.5405310279201,126.834238424088
510,CU,화곡시원점,37.5353471885849,126.837327158099
511,CU,화곡신월초교점,37.5393278148374,126.83878028098
512,CU,화곡아이파크점,37.5541572677209,126.850217572606
