시,구,동,명칭,분류,주소,y,x
서울,영등포구,당산동,선유도공원,산과공원,(07200)서울시 영등포구 선유로 343 (당산동 1) 선유도공원관리사무소,37.5423832345578,126.901819342041
서울,성북구,성북동,성북공원,산과공원,서울특별시 성북구 돈암동 606번지,37.5951568662331,127.006933625102
서울,성동구,성수동2가,성수공원,산과공원,서울특별시 성동구 성수2가 302-25,37.5448139376614,127.052421806499
서울,종로구,장사동,세운초록띠광장,산과공원,(110-430) 서울특별시 종로구 장사동 ,37.5692172240881,126.994023346762
서울,종로구,세종로,세종로공원,산과공원,서울특별시 종로구 세종로 80-1번지,37.5733740925746,126.975914786533
서울,중구,만리동2가,손기정공원,산과공원,서울특별시 중구 손기정로 101(만리동2가 6-1번지),37.5554795035057,126.964815746241
서울,강북구,우이동,솔밭공원,산과공원,(142-892) 서울특별시 강북구 우이동 80번지,37.6529617325201,127.011901217642
서울,송파구,잠실동,송파나루공원,산과공원,서울 송파구 잠실동 47번지,37.507704547907,127.100563730672
서울,노원구,상계동,수락산공원,산과공원,서울 노원구 상계동,37.66125057554,127.060252770712
서울,서초구,양재동,시민의숲,산과공원,서울특별시 서초구 매헌로 99(양재동236),37.4730498033959,127.036977084936
서울,은평구,신사동,신사근린공원,산과공원,서울 은평구 신사동,37.5949214743515,126.908475948726
서울,도봉구,쌍문동,쌍문근린공원,산과공원,132 - 030 서울 도봉구 쌍문동 산80,37.6531725987523,127.02658998482
서울,송파구,잠실동,아시아공원,산과공원,서울 송파구 잠실동 84번지,37.510269158664,127.076397521085
서울,광진구,구의동,아차산,산과공원,구의2동 3,37.5536822057713,127.100535847774
서울,강남구,대치동,양재천,생태탐방,서울 강남구 대치동,37.4932421505467,127.056693501258
서울,중랑구,중화동,중랑천하류 철새보호구역,생태탐방,서울 중랑구 중화동,37.5994618167452,127.077320262185
